TB9Cs4C2,11,80,Tb927.11.18710,108,163,5UTR
TB9Cs4C2,13,45,Tb927.8.2860,7100,7136,3UTR
TB9Cs4C2,14,102,Tb927.8.2861,227,262,CDS/3UTR -- 34/1
TB9Cs4C2,16,60,Tb927.10.2470,1687,1742,CDS
TB9Cs4C2,17,88,Tb927.8.2860,7099,7132,3UTR
TB9Cs4C2,18,101,Tb927.11.18700,227,280,5UTR
TB9Cs4C2,18,103,Tb11.v5.0501,320,375,Not Found
TB9Cs4C2,18,103,Tb927.10.3930,352,407,CDS
TB9Cs4C2,18,73,Tb927.8.2861,66,96,CDS
TB9Cs4C2,18,85,Tb927.10.6650,564,595,5UTR
TB9Cs4C2,19,106,Tb927.8.2860,7266,7312,3UTR
TB9Cs4C2,20,58,Tb927.10.11390,375,422,CDS
TB9Cs4C2,20,85,Tb927.9.2280,15,47,5UTR/CDS -- 31/1
TB9Cs4C2,2,103,Tb927.8.2861,41,71,CDS
TB9Cs4C2,23,74,Tb927.11.18700,225,278,5UTR
TB9Cs4C2,24,106,Tb927.9.15110,1019,1072,3UTR
TB9Cs4C2,24,68,Tb927.8.2861,147,179,CDS
TB9Cs4C2,24,73,Tb927.8.2860,7281,7311,3UTR
TB9Cs4C2,24,89,Tb927.11.19810,151,185,CDS
TB9Cs4C2,25,102,Tb927.8.2861,121,153,CDS
TB9Cs4C2,25,88,Tb927.11.18700,207,278,5UTR
TB9Cs4C2,27,101,Tb927.10.3390,361,406,CDS
TB9Cs4C2,27,104,Tb927.10.11580,5216,5262,CDS
TB9Cs4C2,27,107,Tb927.5.1610,710,754,3UTR
TB9Cs4C2,27,107,Tb927.8.2861,91,124,CDS
TB9Cs4C2,27,67,Tb927.8.2860,7124,7159,3UTR
TB9Cs4C2,28,102,Tb927.11.3610,2316,2349,3UTR
TB9Cs4C2,29,100,Tb927.8.2860,7180,7220,3UTR
TB9Cs4C2,29,64,Tb927.8.2860,7271,7306,3UTR
TB9Cs4C2,32,109,Tb927.11.18710,107,146,5UTR
TB9Cs4C2,32,75,Tb927.11.7790,296,348,CDS
TB9Cs4C2,32,75,Tb927.11.7790,296,348,CDS
TB9Cs4C2,33,103,Tb927.8.2860,7250,7311,3UTR
TB9Cs4C2,33,94,Tb927.8.2860,7236,7274,3UTR
TB9Cs4C2,34,102,Tb927.10.6660,745,782,Not Found
TB9Cs4C2,35,96,Tb927.8.2860,7097,7165,3UTR
TB9Cs4C2,39,76,Tb927.8.2860,7036,7109,3UTR
TB9Cs4C2,41,102,Tb927.8.2861,72,103,CDS
TB9Cs4C2,41,106,Tb927.8.2860,7271,7311,3UTR
