TB9Cs2C1,0,51,Tb11.v5.0381,589,619,Not Found
TB9Cs2C1,0,54,Tb927.9.15420,643,684,3UTR
TB9Cs2C1,0,55,Tb927.11.16700,3451,3486,3UTR
TB9Cs2C1,0,75,Tb927.10.6370,19,54,5UTR/CDS -- 8/27
TB9Cs2C1,0,79,Tb927.6.3490,3236,3276,3UTR
TB9Cs2C1,0,89,Tb927.8.2860,7271,7311,3UTR
TB9Cs2C1,0,94,Tb927.11.18710,83,130,5UTR
TB9Cs2C1,10,62,Tb927.11.11930.2,384,469,CDS
TB9Cs2C1,10,69,Tb927.9.9210,116,175,CDS
TB9Cs2C1,10,75,Tb927.9.13780,247,318,CDS
TB9Cs2C1,11,62,Tb927.11.18710,107,165,5UTR
TB9Cs2C1,1,37,Tb927.9.14000,355,420,CDS
TB9Cs2C1,15,68,Tb927.7.2900,38,84,5UTR/CDS -- 28/18
TB9Cs2C1,17,49,Tb927.8.2860,7272,7309,3UTR
TB9Cs2C1,17,54,Tb927.11.13120,2708,2746,3UTR
TB9Cs2C1,17,54,Tb927.6.720,213,297,CDS
TB9Cs2C1,17,56,Tb927.9.12550,674,746,CDS
TB9Cs2C1,18,49,Tb927.11.3300,4777,4827,3UTR
TB9Cs2C1,18,96,Tb11.v5.0381,566,602,Not Found
TB9Cs2C1,20,60,Tb927.10.3750,1208,1238,CDS
TB9Cs2C1,21,101,Tb927.4.4663_sRNA-76,37,73,Not Found
TB9Cs2C1,21,56,Tb927.11.160,1774,1818,3UTR
TB9Cs2C1,21,59,Tb927.11.12680,40,76,5UTR/CDS -- 25/11
TB9Cs2C1,22,71,Tb927.11.6140,340,373,CDS
TB9Cs2C1,23,57,Tb927.11.2990,1320,1365,CDS
TB9Cs2C1,24,59,Tb927.9.14710,166,199,CDS
TB9Cs2C1,27,69,Tb927.8.2860,7134,7219,3UTR
TB9Cs2C1,29,101,Tb927.10.6660,641,679,Not Found
TB9Cs2C1,30,68,Tb927.6.5040,355,408,CDS
TB9Cs2C1,31,101,Tb11.v5.0381,567,634,Not Found
TB9Cs2C1,32,77,Tb927.2.6090,488,583,3UTR
TB9Cs2C1,32,93,Tb927.4.4663_sRNA-76,23,69,Not Found
TB9Cs2C1,32,95,Tb927.4.4663_sRNA-76,19,55,Not Found
TB9Cs2C1,32,98,Tb927.8.4630,552,609,CDS/3UTR -- 7/50
TB9Cs2C1,34,101,Tb927.8.2860,10485,10532,3UTR
TB9Cs2C1,3,45,Tb927.5.450,3250,3284,3UTR
TB9Cs2C1,3,45,Tb927.5.450,3250,3284,3UTR
TB9Cs2C1,34,87,Tb927.7.3680,700,738,3UTR
TB9Cs2C1,36,88,Tb927.8.2861,178,215,CDS
TB9Cs2C1,37,73,Tb927.10.3480,2140,2179,CDS/3UTR -- 23/16
TB9Cs2C1,38,70,Tb927.7.3290,153,199,5UTR
TB9Cs2C1,40,101,Tb927.11.16690,302,339,CDS
TB9Cs2C1,4,43,Tb927.1.2390,921,974,CDS
TB9Cs2C1,4,48,Tb927.8.2860,7094,7126,3UTR
TB9Cs2C1,4,49,Tb927.8.2861,17,63,CDS
TB9Cs2C1,4,50,Tb11.v5.0381,629,668,Not Found
TB9Cs2C1,4,51,Tb927.8.2861,75,110,CDS
TB9Cs2C1,46,103,Tb927.8.6180,364,402,CDS
TB9Cs2C1,49,101,Tb927.10.560,352,384,CDS
TB9Cs2C1,49,101,Tb927.11.1320,38,72,5UTR
TB9Cs2C1,49,101,Tb927.9.15360,546,584,CDS
TB9Cs2C1,49,88,Tb927.8.6030,344,378,CDS
TB9Cs2C1,51,101,Tb11.0880,247,295,Not Found
TB9Cs2C1,51,101,Tb927.11.18710,197,239,5UTR/CDS -- 37/5
TB9Cs2C1,51,101,Tb927.11.18710,197,239,5UTR/CDS -- 37/5
TB9Cs2C1,51,92,Tb927.5.450,3251,3282,3UTR
TB9Cs2C1,53,101,Tb11.v5.0381,564,602,Not Found
TB9Cs2C1,53,92,Tb927.8.2860,7281,7311,3UTR
TB9Cs2C1,53,92,Tb927.8.2860,7281,7311,3UTR
TB9Cs2C1,5,43,Tb927.10.5370,455,554,CDS/3UTR -- 71/28
TB9Cs2C1,5,45,Tb927.11.11100,211,264,CDS
TB9Cs2C1,5,45,Tb927.8.2860,7104,7136,3UTR
TB9Cs2C1,5,45,Tb927.8.2861,56,88,CDS
TB9Cs2C1,55,101,Tb927.8.2861,48,85,CDS
TB9Cs2C1,56,101,Tb927.8.2861,232,262,CDS/3UTR -- 29/1
TB9Cs2C1,56,101,Tb927.9.14690,11,51,CDS
TB9Cs2C1,56,102,Tb927.11.18710,192,240,5UTR/CDS -- 42/6
TB9Cs2C1,56,87,Tb927.8.2860,7056,7094,3UTR
TB9Cs2C1,57,98,Tb927.3.4360,209,288,CDS
TB9Cs2C1,61,92,Tb10.v4.0128,126,166,Not Found
TB9Cs2C1,61,92,Tb927.8.7430,1,43,5UTR
TB9Cs2C1,61,97,Tb927.8.2860,7266,7310,3UTR
TB9Cs2C1,63,94,Tb927.8.2860,7271,7310,3UTR
TB9Cs2C1,63,94,Tb927.8.2860,7271,7310,3UTR
TB9Cs2C1,64,101,Tb11.v5.0381,557,592,Not Found
TB9Cs2C1,64,102,Tb11.v5.0381,568,644,Not Found
TB9Cs2C1,68,102,Tb927.8.2860,7239,7287,3UTR
TB9Cs2C1,69,102,Tb11.v5.0381,561,596,Not Found
TB9Cs2C1,72,102,Tb927.11.13690.2,624,657,5UTR
TB9Cs2C1,9,46,Tb927.1.720,40,80,5UTR
TB9Cs2C1,9,54,Tb927.8.1940,203,241,CDS
TB9Cs2C1,9,66,Tb927.5.3050,2463,2498,3UTR
TB9Cs2C1,9,66,Tb927.5.3050,2463,2498,3UTR
TB9Cs2C1,9,75,Tb927.8.2860,7123,7154,3UTR
TB9Cs2C1,9,85,Tb11.v5.0381,597,653,Not Found
TB9Cs2C1,9,91,Tb11.0880,445,488,Not Found
TB9Cs2C1,0,100,Tb927.9.15420,395,439,CDS/3UTR -- 27/17
TB9Cs2C1,0,101,Tb927.10.13500,433,466,CDS
TB9Cs2C1,0,101,Tb927.11.11830,465,496,3UTR
TB9Cs2C1,0,101,Tb927.11.11830,465,496,3UTR
TB9Cs2C1,0,101,Tb927.11.15000,1226,1256,3UTR
TB9Cs2C1,0,101,Tb927.11.15000,1226,1256,3UTR
TB9Cs2C1,0,101,Tb927.7.5210,3089,3120,3UTR
TB9Cs2C1,0,101,Tb927.8.2860,7260,7300,3UTR
TB9Cs2C1,0,101,Tb927.9.14710,166,199,CDS
TB9Cs2C1,0,102,Tb927.1.3740,123,153,Not Found
TB9Cs2C1,0,31,Tb927.9.15100,1359,1396,CDS/3UTR -- 13/24
TB9Cs2C1,0,33,Tb927.4.1850,37,70,5UTR
TB9Cs2C1,0,34,Tb927.9.16410,792,836,5UTR
TB9Cs2C1,0,34,Tb927.9.16410,792,836,5UTR
TB9Cs2C1,0,35,Tb927.8.2860,7276,7311,3UTR
TB9Cs2C1,0,35,Tb927.8.2860,7276,7311,3UTR
TB9Cs2C1,0,36,Tb927.10.11390,635,665,3UTR
TB9Cs2C1,0,36,Tb927.10.11390,635,665,3UTR
TB9Cs2C1,0,36,Tb927.11.8170,417,457,CDS
TB9Cs2C1,0,37,Tb11.v5.0381,172,204,Not Found
TB9Cs2C1,0,37,Tb927.6.2790,832,862,CDS
TB9Cs2C1,0,37,Tb927.6.2790,832,862,CDS
TB9Cs2C1,0,39,Tb927.11.13120,2841,2875,3UTR
TB9Cs2C1,0,39,Tb927.2.4440,732,765,3UTR
TB9Cs2C1,0,39,Tb927.7.4080,3629,3667,3UTR
TB9Cs2C1,0,40,Tb927.1.1180,589,636,Not Found
TB9Cs2C1,0,40,Tb927.11.840.2,1084,1122,CDS
TB9Cs2C1,0,41,Tb927.11.18710,26,65,5UTR
TB9Cs2C1,0,41,Tb927.4.4663_sRNA-76,37,73,Not Found
TB9Cs2C1,0,42,Tb927.10.13500,921,961,3UTR
TB9Cs2C1,0,42,Tb927.11.2050,823,854,CDS
TB9Cs2C1,0,43,Tb927.5.760,4042,4092,3UTR
